INDEX,TimeStamp,VehicleModel,LocalX,LocalY,LocalZ,Yaw,Velocity,EngineRPM,SteeringAngle,AccelPedalRate,BrakePedalRate,YawRate,Pitch
2,0.05,MOHAVE,13.518653311802993,1100.0269775390625,-0.27161651849746704,60.01350402832031,5.450657960392623e-06,0.0,0.0,0.0,0.0,1.2103919256186092e-07,-0.4889274450403025
3,0.1,MOHAVE,13.518653163705881,1100.0269775390625,-0.27161651849746704,60.01350402832031,4.029174719328561e-06,0.0,0.0,0.0,0.0,1.2283781062156226e-07,-0.4889277219772339
4,0.15000000000000002,MOHAVE,13.51865291595459,1100.0269775390625,-0.2716165781021118,60.01350402832031,2.846226828574213e-06,0.0,0.0,0.0,0.0,1.1495285173974836e-07,-0.48892638297501945
5,0.2,MOHAVE,13.51865291595459,1100.0269775390625,-0.27161654829978943,60.01350402832031,2.980232238769531e-07,0.0,0.0,0.0,0.0,1.2195805765745406e-07,-0.4889271855354309
6,0.25,MOHAVE,13.51865291595459,1100.0269775390625,-0.27161654829978943,60.01350402832031,7.164789579405806e-06,0.0,0.0,0.0,0.0,1.1850352344900093e-07,-0.4889269632193448
7,0.30000000000000004,MOHAVE,13.518652199475632,1100.0269775390625,-0.27161654829978943,60.01350402832031,1.998723263029814e-05,0.0,0.0,0.0,0.0,1.1545398188094429e-07,-0.4889267605847574
8,0.35000000000000003,MOHAVE,13.518653478599102,1100.0269775390625,-0.27161645889282227,60.01350402832031,1.8480371655214e-05,0.0,0.0,0.0,0.0,1.184635059090939e-07,-0.4889287841349207
9,0.4,MOHAVE,13.51865291595459,1100.0269775390625,-0.27161651849746704,60.01350402832031,6.484246248786694e-06,0.0,0.0,0.0,0.0,1.1680236191605425e-07,-0.48892820451336805
10,0.45,MOHAVE,13.518652992062483,1100.0269775390625,-0.2716165506781611,60.01350402832031,0.0008796388422156651,0.0,0.0,0.0,0.0,1.2452801248838925e-07,-0.48892802839743493
11,0.5,MOHAVE,13.51865291595459,1100.0268896578473,-0.2716165781021118,60.01350402832031,0.0017576764273516598,0.0,0.0,0.0,0.0,1.1913041411211776e-07,-0.48892655016370157
12,0.55,MOHAVE,13.518653869628906,1100.0269775390625,-0.27161656749759944,60.01350402832031,0.002097206895895565,0.0,0.0,0.0,0.0,1.1425436232740035e-07,-0.4889276285478371
13,0.6000000000000001,MOHAVE,13.51865291595459,1100.0268557084962,-0.2716165781021118,60.01350402832031,0.0024366506548637655,0.0,0.0,0.0,0.0,1.2255986701516684e-07,-0.4889259045038227
14,0.65,MOHAVE,13.518652696457888,1100.0269775390625,-0.27161655515906136,60.01350402832031,0.0012211599538001817,0.0,0.0,0.0,0.0,1.1179872829435444e-07,-0.48892245571781345
15,0.7000000000000001,MOHAVE,13.518652973835334,1100.0269775390625,-0.27161648869514465,60.01350402832031,6.607610755733096e-06,0.0,0.0,0.0,0.0,1.129337755736296e-07,-0.48892061274554666
16,0.75,MOHAVE,13.518652599487892,1100.0269775390625,-0.27161645889282227,60.01350402832031,0.0007941740162368191,0.0,0.0,0.0,0.0,1.258704334849772e-07,-0.48892119566933906
17,0.8,MOHAVE,13.518652579794818,1100.0270565809242,-0.2716164290904999,60.01350402832031,0.0011502852677561304,0.0,0.0,0.0,0.0,1.300270303866928e-07,-0.4889233341852178
18,0.8500000000000001,MOHAVE,13.518653869628906,1100.027020617402,-0.27161645889282227,60.01350402832031,0.0007909636059488573,0.0,0.0,0.0,0.0,1.2120290573037785e-07,-0.48892577605830173
19,0.9,MOHAVE,13.518652229814244,1100.0269775390625,-0.2716165781021118,60.01350402832031,0.0011331633183071775,0.0,0.0,0.0,0.0,1.1325654619396969e-07,-0.48892018454750513
20,0.9500000000000001,MOHAVE,13.51865291595459,1100.0269073357872,-0.2716165781021118,60.01350402832031,0.0011192493718684513,0.0,0.0,0.0,0.0,1.0320945781834991e-07,-0.48892022304626664
21,1.0,MOHAVE,13.51865291595459,1100.026865617851,-0.27161640176598534,60.01350402832031,0.0015364199150271836,0.0,0.0,0.0,0.0,1.139087526932766e-07,-0.48892352494264946
22,1.05,MOHAVE,13.518652174428176,1100.0269775390625,-0.27161645889282227,60.01350402832031,0.0011266760067153456,0.0,0.0,0.0,0.0,1.1806696558207379e-07,-0.48892391725537754
23,1.1,MOHAVE,13.51865291595459,1100.0269775390625,-0.27161651849746704,60.01350402832031,7.874581957023298e-06,0.0,0.0,0.0,0.0,1.1508092837947653e-07,-0.4889213971330536
24,1.1500000000000001,MOHAVE,13.518652884212477,1100.0269775390625,-0.27161654829978943,60.01350402832031,4.944766396660604e-06,0.0,0.0,0.0,0.0,1.1555675784724272e-07,-0.4889192034727361
25,1.2000000000000002,MOHAVE,13.518652433275935,1100.0269775390625,-0.27161654829978943,60.01350402832031,9.372814777479478e-06,0.0,0.0,0.0,0.0,1.3035274337861165e-07,-0.48891997629416073
26,1.25,MOHAVE,13.51865291595459,1100.0269775390625,-0.2716166079044342,60.01350402832031,6.343637148079719e-06,0.0,0.0,0.0,0.0,1.2706732461013802e-07,-0.48892262646619045
27,1.3,MOHAVE,13.51865305324953,1100.0269775390625,-0.2716165525902563,60.01350402832031,8.915257656619803e-06,0.0,0.0,0.0,0.0,1.2427072775355654e-07,-0.48892689540030415
28,1.35,MOHAVE,13.518652309771559,1100.0269775390625,-0.2716165591588921,60.01350402832031,1.3497370691836813e-05,0.0,0.0,0.0,0.0,1.2042437330137723e-07,-0.4889274916427718
