TimeStamp,VehicleModel,SteeringAngle,AccelPedalRate,BrakePedalRate,Velocity,YawRate,RollRate,PitchRate,LocalX,LocalY,LocalZ,Roll,Pitch,Yaw
0.0,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
0.10031580924987793,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
0.20076918601989746,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
0.3009669780731201,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
0.401125431060791,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
0.5017139911651611,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
0.6018898487091064,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
0.7019937038421631,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
0.8024704456329346,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
0.9025890827178955,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
1.002927303314209,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
1.103276252746582,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
1.203657627105713,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
1.304006576538086,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
1.4043350219726562,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
1.5045855045318604,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
1.6049294471740723,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
1.705470085144043,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
1.8057656288146973,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
1.9060192108154297,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
2.006472110748291,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
2.106998920440674,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
2.2071311473846436,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
2.3073232173919678,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
2.4075138568878174,IONIQ_HEV,-16.529277801513672,0.26901087164878845,0.0,0.0,-0.0,-0.0,0.0,63.49123001098633,1201.7208251953125,-0.37039148807525635,-359.9010925292969,359.8389892578125,-5.7596435546875
